,file_path,emotion,dataset
25,D:\VocalCoach\RAVDESS\Actor_01\03-01-04-02-01-02-01.wav,Sadness,RAVDESS
26,D:\VocalCoach\RAVDESS\Actor_01\03-01-04-02-02-01-01.wav,Sadness,RAVDESS
27,D:\VocalCoach\RAVDESS\Actor_01\03-01-04-02-02-02-01.wav,Sadness,RAVDESS
28,D:\VocalCoach\RAVDESS\Actor_01\03-01-05-01-01-01-01.wav,Anger,RAVDESS
29,D:\VocalCoach\RAVDESS\Actor_01\03-01-05-01-01-02-01.wav,Anger,RAVDESS
30,D:\VocalCoach\RAVDESS\Actor_01\03-01-05-01-02-01-01.wav,Anger,RAVDESS
31,D:\VocalCoach\RAVDESS\Actor_01\03-01-05-01-02-02-01.wav,Anger,RAVDESS
32,D:\VocalCoach\RAVDESS\Actor_01\03-01-05-02-01-01-01.wav,Anger,RAVDESS
33,D:\VocalCoach\RAVDESS\Actor_01\03-01-05-02-01-02-01.wav,Anger,RAVDESS
34,D:\VocalCoach\RAVDESS\Actor_01\03-01-05-02-02-01-01.wav,Anger,RAVDESS
35,D:\VocalCoach\RAVDESS\Actor_01\03-01-05-02-02-02-01.wav,Anger,RAVDESS
36,D:\VocalCoach\RAVDESS\Actor_01\03-01-06-01-01-01-01.wav,Fear,RAVDESS
37,D:\VocalCoach\RAVDESS\Actor_01\03-01-06-01-01-02-01.wav,Fear,RAVDESS
38,D:\VocalCoach\RAVDESS\Actor_01\03-01-06-01-02-01-01.wav,Fear,RAVDESS
39,D:\VocalCoach\RAVDESS\Actor_01\03-01-06-01-02-02-01.wav,Fear,RAVDESS
40,D:\VocalCoach\RAVDESS\Actor_01\03-01-06-02-01-01-01.wav,Fear,RAVDESS
41,D:\VocalCoach\RAVDESS\Actor_01\03-01-06-02-01-02-01.wav,Fear,RAVDESS
42,D:\VocalCoach\RAVDESS\Actor_01\03-01-06-02-02-01-01.wav,Fear,RAVDESS
43,D:\VocalCoach\RAVDESS\Actor_01\03-01-06-02-02-02-01.wav,Fear,RAVDESS
44,D:\VocalCoach\RAVDESS\Actor_01\03-01-07-01-01-01-01.wav,Disgust,RAVDESS
45,D:\VocalCoach\RAVDESS\Actor_01\03-01-07-01-01-02-01.wav,Disgust,RAVDESS
46,D:\VocalCoach\RAVDESS\Actor_01\03-01-07-01-02-01-01.wav,Disgust,RAVDESS
47,D:\VocalCoach\RAVDESS\Actor_01\03-01-07-01-02-02-01.wav,Disgust,RAVDESS
48,D:\VocalCoach\RAVDESS\Actor_01\03-01-07-02-01-01-01.wav,Disgust,RAVDESS
49,D:\VocalCoach\RAVDESS\Actor_01\03-01-07-02-01-02-01.wav,Disgust,RAVDESS
50,D:\VocalCoach\RAVDESS\Actor_01\03-01-07-02-02-01-01.wav,Disgust,RAVDESS
51,D:\VocalCoach\RAVDESS\Actor_01\03-01-07-02-02-02-01.wav,Disgust,RAVDESS
52,D:\VocalCoach\RAVDESS\Actor_01\03-01-08-01-01-01-01.wav,Surprise,RAVDESS
53,D:\VocalCoach\RAVDESS\Actor_01\03-01-08-01-01-02-01.wav,Surprise,RAVDESS
54,D:\VocalCoach\RAVDESS\Actor_01\03-01-08-01-02-01-01.wav,Surprise,RAVDESS
55,D:\VocalCoach\RAVDESS\Actor_01\03-01-08-01-02-02-01.wav,Surprise,RAVDESS
56,D:\VocalCoach\RAVDESS\Actor_01\03-01-08-02-01-01-01.wav,Surprise,RAVDESS
57,D:\VocalCoach\RAVDESS\Actor_01\03-01-08-02-01-02-01.wav,Surprise,RAVDESS
58,D:\VocalCoach\RAVDESS\Actor_01\03-01-08-02-02-01-01.wav,Surprise,RAVDESS
59,D:\VocalCoach\RAVDESS\Actor_01\03-01-08-02-02-02-01.wav,Surprise,RAVDESS
60,D:\VocalCoach\RAVDESS\Actor_02\03-01-01-01-01-01-02.wav,Neutral,RAVDESS
61,D:\VocalCoach\RAVDESS\Actor_02\03-01-01-01-01-02-02.wav,Neutral,RAVDESS
62,D:\VocalCoach\RAVDESS\Actor_02\03-01-01-01-02-01-02.wav,Neutral,RAVDESS
63,D:\VocalCoach\RAVDESS\Actor_02\03-01-01-01-02-02-02.wav,Neutral,RAVDESS
64,D:\VocalCoach\RAVDESS\Actor_02\03-01-02-01-01-01-02.wav,Neutral,RAVDESS
65,D:\VocalCoach\RAVDESS\Actor_02\03-01-02-01-01-02-02.wav,Neutral,RAVDESS
66,D:\VocalCoach\RAVDESS\Actor_02\03-01-02-01-02-01-02.wav,Neutral,RAVDESS
67,D:\VocalCoach\RAVDESS\Actor_02\03-01-02-01-02-02-02.wav,Neutral,RAVDESS
68,D:\VocalCoach\RAVDESS\Actor_02\03-01-02-02-01-01-02.wav,Neutral,RAVDESS
69,D:\VocalCoach\RAVDESS\Actor_02\03-01-02-02-01-02-02.wav,Neutral,RAVDESS
70,D:\VocalCoach\RAVDESS\Actor_02\03-01-02-02-02-01-02.wav,Neutral,RAVDESS
71,D:\VocalCoach\RAVDESS\Actor_02\03-01-02-02-02-02-02.wav,Neutral,RAVDESS
72,D:\VocalCoach\RAVDESS\Actor_02\03-01-03-01-01-01-02.wav,Happiness,RAVDESS
73,D:\VocalCoach\RAVDESS\Actor_02\03-01-03-01-01-02-02.wav,Happiness,RAVDESS
74,D:\VocalCoach\RAVDESS\Actor_02\03-01-03-01-02-01-02.wav,Happiness,RAVDESS
75,D:\VocalCoach\RAVDESS\Actor_02\03-01-03-01-02-02-02.wav,Happiness,RAVDESS
76,D:\VocalCoach\RAVDESS\Actor_02\03-01-03-02-01-01-02.wav,Happiness,RAVDESS
77,D:\VocalCoach\RAVDESS\Actor_02\03-01-03-02-01-02-02.wav,Happiness,RAVDESS
78,D:\VocalCoach\RAVDESS\Actor_02\03-01-03-02-02-01-02.wav,Happiness,RAVDESS
79,D:\VocalCoach\RAVDESS\Actor_02\03-01-03-02-02-02-02.wav,Happiness,RAVDESS
80,D:\VocalCoach\RAVDESS\Actor_02\03-01-04-01-01-01-02.wav,Sadness,RAVDESS
81,D:\VocalCoach\RAVDESS\Actor_02\03-01-04-01-01-02-02.wav,Sadness,RAVDESS
82,D:\VocalCoach\RAVDESS\Actor_02\03-01-04-01-02-01-02.wav,Sadness,RAVDESS
83,D:\VocalCoach\RAVDESS\Actor_02\03-01-04-01-02-02-02.wav,Sadness,RAVDESS
84,D:\VocalCoach\RAVDESS\Actor_02\03-01-04-02-01-01-02.wav,Sadness,RAVDESS
85,D:\VocalCoach\RAVDESS\Actor_02\03-01-04-02-01-02-02.wav,Sadness,RAVDESS
86,D:\VocalCoach\RAVDESS\Actor_02\03-01-04-02-02-01-02.wav,Sadness,RAVDESS
87,D:\VocalCoach\RAVDESS\Actor_02\03-01-04-02-02-02-02.wav,Sadness,RAVDESS
88,D:\VocalCoach\RAVDESS\Actor_02\03-01-05-01-01-01-02.wav,Anger,RAVDESS
89,D:\VocalCoach\RAVDESS\Actor_02\03-01-05-01-01-02-02.wav,Anger,RAVDESS
90,D:\VocalCoach\RAVDESS\Actor_02\03-01-05-01-02-01-02.wav,Anger,RAVDESS
91,D:\VocalCoach\RAVDESS\Actor_02\03-01-05-01-02-02-02.wav,Anger,RAVDESS
92,D:\VocalCoach\RAVDESS\Actor_02\03-01-05-02-01-01-02.wav,Anger,RAVDESS
93,D:\VocalCoach\RAVDESS\Actor_02\03-01-05-02-01-02-02.wav,Anger,RAVDESS
94,D:\VocalCoach\RAVDESS\Actor_02\03-01-05-02-02-01-02.wav,Anger,RAVDESS
95,D:\VocalCoach\RAVDESS\Actor_02\03-01-05-02-02-02-02.wav,Anger,RAVDESS
96,D:\VocalCoach\RAVDESS\Actor_02\03-01-06-01-01-01-02.wav,Fear,RAVDESS
97,D:\VocalCoach\RAVDESS\Actor_02\03-01-06-01-01-02-02.wav,Fear,RAVDESS
98,D:\VocalCoach\RAVDESS\Actor_02\03-01-06-01-02-01-02.wav,Fear,RAVDESS
99,D:\VocalCoach\RAVDESS\Actor_02\03-01-06-01-02-02-02.wav,Fear,RAVDESS
100,D:\VocalCoach\RAVDESS\Actor_02\03-01-06-02-01-01-02.wav,Fear,RAVDESS
101,D:\VocalCoach\RAVDESS\Actor_02\03-01-06-02-01-02-02.wav,Fear,RAVDESS
102,D:\VocalCoach\RAVDESS\Actor_02\03-01-06-02-02-01-02.wav,Fear,RAVDESS
103,D:\VocalCoach\RAVDESS\Actor_02\03-01-06-02-02-02-02.wav,Fear,RAVDESS
104,D:\VocalCoach\RAVDESS\Actor_02\03-01-07-01-01-01-02.wav,Disgust,RAVDESS
105,D:\VocalCoach\RAVDESS\Actor_02\03-01-07-01-01-02-02.wav,Disgust,RAVDESS
106,D:\VocalCoach\RAVDESS\Actor_02\03-01-07-01-02-01-02.wav,Disgust,RAVDESS
107,D:\VocalCoach\RAVDESS\Actor_02\03-01-07-01-02-02-02.wav,Disgust,RAVDESS
108,D:\VocalCoach\RAVDESS\Actor_02\03-01-07-02-01-01-02.wav,Disgust,RAVDESS
109,D:\VocalCoach\RAVDESS\Actor_02\03-01-07-02-01-02-02.wav,Disgust,RAVDESS
110,D:\VocalCoach\RAVDESS\Actor_02\03-01-07-02-02-01-02.wav,Disgust,RAVDESS
111,D:\VocalCoach\RAVDESS\Actor_02\03-01-07-02-02-02-02.wav,Disgust,RAVDESS
112,D:\VocalCoach\RAVDESS\Actor_02\03-01-08-01-01-01-02.wav,Surprise,RAVDESS
113,D:\VocalCoach\RAVDESS\Actor_02\03-01-08-01-01-02-02.wav,Surprise,RAVDESS
114,D:\VocalCoach\RAVDESS\Actor_02\03-01-08-01-02-01-02.wav,Surprise,RAVDESS
115,D:\VocalCoach\RAVDESS\Actor_02\03-01-08-01-02-02-02.wav,Surprise,RAVDESS
116,D:\VocalCoach\RAVDESS\Actor_02\03-01-08-02-01-01-02.wav,Surprise,RAVDESS
117,D:\VocalCoach\RAVDESS\Actor_02\03-01-08-02-01-02-02.wav,Surprise,RAVDESS
118,D:\VocalCoach\RAVDESS\Actor_02\03-01-08-02-02-01-02.wav,Surprise,RAVDESS
119,D:\VocalCoach\RAVDESS\Actor_02\03-01-08-02-02-02-02.wav,Surprise,RAVDESS
120,D:\VocalCoach\RAVDESS\Actor_03\03-01-01-01-01-01-03.wav,Neutral,RAVDESS
121,D:\VocalCoach\RAVDESS\Actor_03\03-01-01-01-01-02-03.wav,Neutral,RAVDESS
122,D:\VocalCoach\RAVDESS\Actor_03\03-01-01-01-02-01-03.wav,Neutral,RAVDESS
123,D:\VocalCoach\RAVDESS\Actor_03\03-01-01-01-02-02-03.wav,Neutral,RAVDESS
124,D:\VocalCoach\RAVDESS\Actor_03\03-01-02-01-01-01-03.wav,Neutral,RAVDESS
125,D:\VocalCoach\RAVDESS\Actor_03\03-01-02-01-01-02-03.wav,Neutral,RAVDESS
126,D:\VocalCoach\RAVDESS\Actor_03\03-01-02-01-02-01-03.wav,Neutral,RAVDESS
127,D:\VocalCoach\RAVDESS\Actor_03\03-01-02-01-02-02-03.wav,Neutral,RAVDESS
128,D:\VocalCoach\RAVDESS\Actor_03\03-01-02-02-01-01-03.wav,Neutral,RAVDESS
129,D:\VocalCoach\RAVDESS\Actor_03\03-01-02-02-01-02-03.wav,Neutral,RAVDESS
130,D:\VocalCoach\RAVDESS\Actor_03\03-01-02-02-02-01-03.wav,Neutral,RAVDESS
131,D:\VocalCoach\RAVDESS\Actor_03\03-01-02-02-02-02-03.wav,Neutral,RAVDESS
132,D:\VocalCoach\RAVDESS\Actor_03\03-01-03-01-01-01-03.wav,Happiness,RAVDESS
133,D:\VocalCoach\RAVDESS\Actor_03\03-01-03-01-01-02-03.wav,Happiness,RAVDESS
134,D:\VocalCoach\RAVDESS\Actor_03\03-01-03-01-02-01-03.wav,Happiness,RAVDESS
135,D:\VocalCoach\RAVDESS\Actor_03\03-01-03-01-02-02-03.wav,Happiness,RAVDESS
136,D:\VocalCoach\RAVDESS\Actor_03\03-01-03-02-01-01-03.wav,Happiness,RAVDESS
137,D:\VocalCoach\RAVDESS\Actor_03\03-01-03-02-01-02-03.wav,Happiness,RAVDESS
138,D:\VocalCoach\RAVDESS\Actor_03\03-01-03-02-02-01-03.wav,Happiness,RAVDESS
139,D:\VocalCoach\RAVDESS\Actor_03\03-01-03-02-02-02-03.wav,Happiness,RAVDESS
140,D:\VocalCoach\RAVDESS\Actor_03\03-01-04-01-01-01-03.wav,Sadness,RAVDESS
141,D:\VocalCoach\RAVDESS\Actor_03\03-01-04-01-01-02-03.wav,Sadness,RAVDESS
142,D:\VocalCoach\RAVDESS\Actor_03\03-01-04-01-02-01-03.wav,Sadness,RAVDESS
143,D:\VocalCoach\RAVDESS\Actor_03\03-01-04-01-02-02-03.wav,Sadness,RAVDESS
144,D:\VocalCoach\RAVDESS\Actor_03\03-01-04-02-01-01-03.wav,Sadness,RAVDESS
145,D:\VocalCoach\RAVDESS\Actor_03\03-01-04-02-01-02-03.wav,Sadness,RAVDESS
146,D:\VocalCoach\RAVDESS\Actor_03\03-01-04-02-02-01-03.wav,Sadness,RAVDESS
147,D:\VocalCoach\RAVDESS\Actor_03\03-01-04-02-02-02-03.wav,Sadness,RAVDESS
148,D:\VocalCoach\RAVDESS\Actor_03\03-01-05-01-01-01-03.wav,Anger,RAVDESS
149,D:\VocalCoach\RAVDESS\Actor_03\03-01-05-01-01-02-03.wav,Anger,RAVDESS
150,D:\VocalCoach\RAVDESS\Actor_03\03-01-05-01-02-01-03.wav,Anger,RAVDESS
151,D:\VocalCoach\RAVDESS\Actor_03\03-01-05-01-02-02-03.wav,Anger,RAVDESS
152,D:\VocalCoach\RAVDESS\Actor_03\03-01-05-02-01-01-03.wav,Anger,RAVDESS
153,D:\VocalCoach\RAVDESS\Actor_03\03-01-05-02-01-02-03.wav,Anger,RAVDESS
154,D:\VocalCoach\RAVDESS\Actor_03\03-01-05-02-02-01-03.wav,Anger,RAVDESS
155,D:\VocalCoach\RAVDESS\Actor_03\03-01-05-02-02-02-03.wav,Anger,RAVDESS
156,D:\VocalCoach\RAVDESS\Actor_03\03-01-06-01-01-01-03.wav,Fear,RAVDESS
157,D:\VocalCoach\RAVDESS\Actor_03\03-01-06-01-01-02-03.wav,Fear,RAVDESS
158,D:\VocalCoach\RAVDESS\Actor_03\03-01-06-01-02-01-03.wav,Fear,RAVDESS
159,D:\VocalCoach\RAVDESS\Actor_03\03-01-06-01-02-02-03.wav,Fear,RAVDESS
160,D:\VocalCoach\RAVDESS\Actor_03\03-01-06-02-01-01-03.wav,Fear,RAVDESS
161,D:\VocalCoach\RAVDESS\Actor_03\03-01-06-02-01-02-03.wav,Fear,RAVDESS
162,D:\VocalCoach\RAVDESS\Actor_03\03-01-06-02-02-01-03.wav,Fear,RAVDESS
163,D:\VocalCoach\RAVDESS\Actor_03\03-01-06-02-02-02-03.wav,Fear,RAVDESS
164,D:\VocalCoach\RAVDESS\Actor_03\03-01-07-01-01-01-03.wav,Disgust,RAVDESS
165,D:\VocalCoach\RAVDESS\Actor_03\03-01-07-01-01-02-03.wav,Disgust,RAVDESS
166,D:\VocalCoach\RAVDESS\Actor_03\03-01-07-01-02-01-03.wav,Disgust,RAVDESS
167,D:\VocalCoach\RAVDESS\Actor_03\03-01-07-01-02-02-03.wav,Disgust,RAVDESS
168,D:\VocalCoach\RAVDESS\Actor_03\03-01-07-02-01-01-03.wav,Disgust,RAVDESS
169,D:\VocalCoach\RAVDESS\Actor_03\03-01-07-02-01-02-03.wav,Disgust,RAVDESS
170,D:\VocalCoach\RAVDESS\Actor_03\03-01-07-02-02-01-03.wav,Disgust,RAVDESS
171,D:\VocalCoach\RAVDESS\Actor_03\03-01-07-02-02-02-03.wav,Disgust,RAVDESS
172,D:\VocalCoach\RAVDESS\Actor_03\03-01-08-01-01-01-03.wav,Surprise,RAVDESS
173,D:\VocalCoach\RAVDESS\Actor_03\03-01-08-01-01-02-03.wav,Surprise,RAVDESS
174,D:\VocalCoach\RAVDESS\Actor_03\03-01-08-01-02-01-03.wav,Surprise,RAVDESS
175,D:\VocalCoach\RAVDESS\Actor_03\03-01-08-01-02-02-03.wav,Surprise,RAVDESS
176,D:\VocalCoach\RAVDESS\Actor_03\03-01-08-02-01-01-03.wav,Surprise,RAVDESS
177,D:\VocalCoach\RAVDESS\Actor_03\03-01-08-02-01-02-03.wav,Surprise,RAVDESS
178,D:\VocalCoach\RAVDESS\Actor_03\03-01-08-02-02-01-03.wav,Surprise,RAVDESS
179,D:\VocalCoach\RAVDESS\Actor_03\03-01-08-02-02-02-03.wav,Surprise,RAVDESS
180,D:\VocalCoach\RAVDESS\Actor_04\03-01-01-01-01-01-04.wav,Neutral,RAVDESS
181,D:\VocalCoach\RAVDESS\Actor_04\03-01-01-01-01-02-04.wav,Neutral,RAVDESS
182,D:\VocalCoach\RAVDESS\Actor_04\03-01-01-01-02-01-04.wav,Neutral,RAVDESS
183,D:\VocalCoach\RAVDESS\Actor_04\03-01-01-01-02-02-04.wav,Neutral,RAVDESS
184,D:\VocalCoach\RAVDESS\Actor_04\03-01-02-01-01-01-04.wav,Neutral,RAVDESS
185,D:\VocalCoach\RAVDESS\Actor_04\03-01-02-01-01-02-04.wav,Neutral,RAVDESS
186,D:\VocalCoach\RAVDESS\Actor_04\03-01-02-01-02-01-04.wav,Neutral,RAVDESS
187,D:\VocalCoach\RAVDESS\Actor_04\03-01-02-01-02-02-04.wav,Neutral,RAVDESS
188,D:\VocalCoach\RAVDESS\Actor_04\03-01-02-02-01-01-04.wav,Neutral,RAVDESS
189,D:\VocalCoach\RAVDESS\Actor_04\03-01-02-02-01-02-04.wav,Neutral,RAVDESS
190,D:\VocalCoach\RAVDESS\Actor_04\03-01-02-02-02-01-04.wav,Neutral,RAVDESS
191,D:\VocalCoach\RAVDESS\Actor_04\03-01-02-02-02-02-04.wav,Neutral,RAVDESS
192,D:\VocalCoach\RAVDESS\Actor_04\03-01-03-01-01-01-04.wav,Happiness,RAVDESS
193,D:\VocalCoach\RAVDESS\Actor_04\03-01-03-01-01-02-04.wav,Happiness,RAVDESS
194,D:\VocalCoach\RAVDESS\Actor_04\03-01-03-01-02-01-04.wav,Happiness,RAVDESS
195,D:\VocalCoach\RAVDESS\Actor_04\03-01-03-01-02-02-04.wav,Happiness,RAVDESS
196,D:\VocalCoach\RAVDESS\Actor_04\03-01-03-02-01-01-04.wav,Happiness,RAVDESS
197,D:\VocalCoach\RAVDESS\Actor_04\03-01-03-02-01-02-04.wav,Happiness,RAVDESS
198,D:\VocalCoach\RAVDESS\Actor_04\03-01-03-02-02-01-04.wav,Happiness,RAVDESS
199,D:\VocalCoach\RAVDESS\Actor_04\03-01-03-02-02-02-04.wav,Happiness,RAVDESS
200,D:\VocalCoach\RAVDESS\Actor_04\03-01-04-01-01-01-04.wav,Sadness,RAVDESS
201,D:\VocalCoach\RAVDESS\Actor_04\03-01-04-01-01-02-04.wav,Sadness,RAVDESS
202,D:\VocalCoach\RAVDESS\Actor_04\03-01-04-01-02-01-04.wav,Sadness,RAVDESS
203,D:\VocalCoach\RAVDESS\Actor_04\03-01-04-01-02-02-04.wav,Sadness,RAVDESS
204,D:\VocalCoach\RAVDESS\Actor_04\03-01-04-02-01-01-04.wav,Sadness,RAVDESS
205,D:\VocalCoach\RAVDESS\Actor_04\03-01-04-02-01-02-04.wav,Sadness,RAVDESS
206,D:\VocalCoach\RAVDESS\Actor_04\03-01-04-02-02-01-04.wav,Sadness,RAVDESS
207,D:\VocalCoach\RAVDESS\Actor_04\03-01-04-02-02-02-04.wav,Sadness,RAVDESS
208,D:\VocalCoach\RAVDESS\Actor_04\03-01-05-01-01-01-04.wav,Anger,RAVDESS
209,D:\VocalCoach\RAVDESS\Actor_04\03-01-05-01-01-02-04.wav,Anger,RAVDESS
210,D:\VocalCoach\RAVDESS\Actor_04\03-01-05-01-02-01-04.wav,Anger,RAVDESS
211,D:\VocalCoach\RAVDESS\Actor_04\03-01-05-01-02-02-04.wav,Anger,RAVDESS
212,D:\VocalCoach\RAVDESS\Actor_04\03-01-05-02-01-01-04.wav,Anger,RAVDESS
213,D:\VocalCoach\RAVDESS\Actor_04\03-01-05-02-01-02-04.wav,Anger,RAVDESS
214,D:\VocalCoach\RAVDESS\Actor_04\03-01-05-02-02-01-04.wav,Anger,RAVDESS
215,D:\VocalCoach\RAVDESS\Actor_04\03-01-05-02-02-02-04.wav,Anger,RAVDESS
216,D:\VocalCoach\RAVDESS\Actor_04\03-01-06-01-01-01-04.wav,Fear,RAVDESS
217,D:\VocalCoach\RAVDESS\Actor_04\03-01-06-01-01-02-04.wav,Fear,RAVDESS
218,D:\VocalCoach\RAVDESS\Actor_04\03-01-06-01-02-01-04.wav,Fear,RAVDESS
219,D:\VocalCoach\RAVDESS\Actor_04\03-01-06-01-02-02-04.wav,Fear,RAVDESS
220,D:\VocalCoach\RAVDESS\Actor_04\03-01-06-02-01-01-04.wav,Fear,RAVDESS
221,D:\VocalCoach\RAVDESS\Actor_04\03-01-06-02-01-02-04.wav,Fear,RAVDESS
222,D:\VocalCoach\RAVDESS\Actor_04\03-01-06-02-02-01-04.wav,Fear,RAVDESS
223,D:\VocalCoach\RAVDESS\Actor_04\03-01-06-02-02-02-04.wav,Fear,RAVDESS
224,D:\VocalCoach\RAVDESS\Actor_04\03-01-07-01-01-01-04.wav,Disgust,RAVDESS
225,D:\VocalCoach\RAVDESS\Actor_04\03-01-07-01-01-02-04.wav,Disgust,RAVDESS
226,D:\VocalCoach\RAVDESS\Actor_04\03-01-07-01-02-01-04.wav,Disgust,RAVDESS
227,D:\VocalCoach\RAVDESS\Actor_04\03-01-07-01-02-02-04.wav,Disgust,RAVDESS
228,D:\VocalCoach\RAVDESS\Actor_04\03-01-07-02-01-01-04.wav,Disgust,RAVDESS
229,D:\VocalCoach\RAVDESS\Actor_04\03-01-07-02-01-02-04.wav,Disgust,RAVDESS
230,D:\VocalCoach\RAVDESS\Actor_04\03-01-07-02-02-01-04.wav,Disgust,RAVDESS
231,D:\VocalCoach\RAVDESS\Actor_04\03-01-07-02-02-02-04.wav,Disgust,RAVDESS
232,D:\VocalCoach\RAVDESS\Actor_04\03-01-08-01-01-01-04.wav,Surprise,RAVDESS
233,D:\VocalCoach\RAVDESS\Actor_04\03-01-08-01-01-02-04.wav,Surprise,RAVDESS
234,D:\VocalCoach\RAVDESS\Actor_04\03-01-08-01-02-01-04.wav,Surprise,RAVDESS
235,D:\VocalCoach\RAVDESS\Actor_04\03-01-08-01-02-02-04.wav,Surprise,RAVDESS
236,D:\VocalCoach\RAVDESS\Actor_04\03-01-08-02-01-01-04.wav,Surprise,RAVDESS
237,D:\VocalCoach\RAVDESS\Actor_04\03-01-08-02-01-02-04.wav,Surprise,RAVDESS
238,D:\VocalCoach\RAVDESS\Actor_04\03-01-08-02-02-01-04.wav,Surprise,RAVDESS
239,D:\VocalCoach\RAVDESS\Actor_04\03-01-08-02-02-02-04.wav,Surprise,RAVDESS
240,D:\VocalCoach\RAVDESS\Actor_05\03-01-01-01-01-01-05.wav,Neutral,RAVDESS
241,D:\VocalCoach\RAVDESS\Actor_05\03-01-01-01-01-02-05.wav,Neutral,RAVDESS
242,D:\VocalCoach\RAVDESS\Actor_05\03-01-01-01-02-01-05.wav,Neutral,RAVDESS
243,D:\VocalCoach\RAVDESS\Actor_05\03-01-01-01-02-02-05.wav,Neutral,RAVDESS
244,D:\VocalCoach\RAVDESS\Actor_05\03-01-02-01-01-01-05.wav,Neutral,RAVDESS
245,D:\VocalCoach\RAVDESS\Actor_05\03-01-02-01-01-02-05.wav,Neutral,RAVDESS
246,D:\VocalCoach\RAVDESS\Actor_05\03-01-02-01-02-01-05.wav,Neutral,RAVDESS
247,D:\VocalCoach\RAVDESS\Actor_05\03-01-02-01-02-02-05.wav,Neutral,RAVDESS
248,D:\VocalCoach\RAVDESS\Actor_05\03-01-02-02-01-01-05.wav,Neutral,RAVDESS
249,D:\VocalCoach\RAVDESS\Actor_05\03-01-02-02-01-02-05.wav,Neutral,RAVDESS
250,D:\VocalCoach\RAVDESS\Actor_05\03-01-02-02-02-01-05.wav,Neutral,RAVDESS
251,D:\VocalCoach\RAVDESS\Actor_05\03-01-02-02-02-02-05.wav,Neutral,RAVDESS
252,D:\VocalCoach\RAVDESS\Actor_05\03-01-03-01-01-01-05.wav,Happiness,RAVDESS
253,D:\VocalCoach\RAVDESS\Actor_05\03-01-03-01-01-02-05.wav,Happiness,RAVDESS
254,D:\VocalCoach\RAVDESS\Actor_05\03-01-03-01-02-01-05.wav,Happiness,RAVDESS
255,D:\VocalCoach\RAVDESS\Actor_05\03-01-03-01-02-02-05.wav,Happiness,RAVDESS
256,D:\VocalCoach\RAVDESS\Actor_05\03-01-03-02-01-01-05.wav,Happiness,RAVDESS
257,D:\VocalCoach\RAVDESS\Actor_05\03-01-03-02-01-02-05.wav,Happiness,RAVDESS
258,D:\VocalCoach\RAVDESS\Actor_05\03-01-03-02-02-01-05.wav,Happiness,RAVDESS
