,file_path,emotion,dataset
43,C:\EMOTION\Ravdess Set\Actor_01\03-01-06-02-02-02-01.wav,06,RAVDESS
44,C:\EMOTION\Ravdess Set\Actor_01\03-01-07-01-01-01-01.wav,07,RAVDESS
45,C:\EMOTION\Ravdess Set\Actor_01\03-01-07-01-01-02-01.wav,07,RAVDESS
46,C:\EMOTION\Ravdess Set\Actor_01\03-01-07-01-02-01-01.wav,07,RAVDESS
47,C:\EMOTION\Ravdess Set\Actor_01\03-01-07-01-02-02-01.wav,07,RAVDESS
48,C:\EMOTION\Ravdess Set\Actor_01\03-01-07-02-01-01-01.wav,07,RAVDESS
49,C:\EMOTION\Ravdess Set\Actor_01\03-01-07-02-01-02-01.wav,07,RAVDESS
50,C:\EMOTION\Ravdess Set\Actor_01\03-01-07-02-02-01-01.wav,07,RAVDESS
51,C:\EMOTION\Ravdess Set\Actor_01\03-01-07-02-02-02-01.wav,07,RAVDESS
52,C:\EMOTION\Ravdess Set\Actor_01\03-01-08-01-01-01-01.wav,08,RAVDESS
53,C:\EMOTION\Ravdess Set\Actor_01\03-01-08-01-01-02-01.wav,08,RAVDESS
54,C:\EMOTION\Ravdess Set\Actor_01\03-01-08-01-02-01-01.wav,08,RAVDESS
55,C:\EMOTION\Ravdess Set\Actor_01\03-01-08-01-02-02-01.wav,08,RAVDESS
56,C:\EMOTION\Ravdess Set\Actor_01\03-01-08-02-01-01-01.wav,08,RAVDESS
57,C:\EMOTION\Ravdess Set\Actor_01\03-01-08-02-01-02-01.wav,08,RAVDESS
58,C:\EMOTION\Ravdess Set\Actor_01\03-01-08-02-02-01-01.wav,08,RAVDESS
59,C:\EMOTION\Ravdess Set\Actor_01\03-01-08-02-02-02-01.wav,08,RAVDESS
60,C:\EMOTION\Ravdess Set\Actor_02\03-01-01-01-01-01-02.wav,01,RAVDESS
61,C:\EMOTION\Ravdess Set\Actor_02\03-01-01-01-01-02-02.wav,01,RAVDESS
62,C:\EMOTION\Ravdess Set\Actor_02\03-01-01-01-02-01-02.wav,01,RAVDESS
63,C:\EMOTION\Ravdess Set\Actor_02\03-01-01-01-02-02-02.wav,01,RAVDESS
64,C:\EMOTION\Ravdess Set\Actor_02\03-01-02-01-01-01-02.wav,02,RAVDESS
65,C:\EMOTION\Ravdess Set\Actor_02\03-01-02-01-01-02-02.wav,02,RAVDESS
66,C:\EMOTION\Ravdess Set\Actor_02\03-01-02-01-02-01-02.wav,02,RAVDESS
67,C:\EMOTION\Ravdess Set\Actor_02\03-01-02-01-02-02-02.wav,02,RAVDESS
68,C:\EMOTION\Ravdess Set\Actor_02\03-01-02-02-01-01-02.wav,02,RAVDESS
69,C:\EMOTION\Ravdess Set\Actor_02\03-01-02-02-01-02-02.wav,02,RAVDESS
70,C:\EMOTION\Ravdess Set\Actor_02\03-01-02-02-02-01-02.wav,02,RAVDESS
71,C:\EMOTION\Ravdess Set\Actor_02\03-01-02-02-02-02-02.wav,02,RAVDESS
72,C:\EMOTION\Ravdess Set\Actor_02\03-01-03-01-01-01-02.wav,03,RAVDESS
73,C:\EMOTION\Ravdess Set\Actor_02\03-01-03-01-01-02-02.wav,03,RAVDESS
74,C:\EMOTION\Ravdess Set\Actor_02\03-01-03-01-02-01-02.wav,03,RAVDESS
75,C:\EMOTION\Ravdess Set\Actor_02\03-01-03-01-02-02-02.wav,03,RAVDESS
76,C:\EMOTION\Ravdess Set\Actor_02\03-01-03-02-01-01-02.wav,03,RAVDESS
77,C:\EMOTION\Ravdess Set\Actor_02\03-01-03-02-01-02-02.wav,03,RAVDESS
78,C:\EMOTION\Ravdess Set\Actor_02\03-01-03-02-02-01-02.wav,03,RAVDESS
79,C:\EMOTION\Ravdess Set\Actor_02\03-01-03-02-02-02-02.wav,03,RAVDESS
80,C:\EMOTION\Ravdess Set\Actor_02\03-01-04-01-01-01-02.wav,04,RAVDESS
81,C:\EMOTION\Ravdess Set\Actor_02\03-01-04-01-01-02-02.wav,04,RAVDESS
82,C:\EMOTION\Ravdess Set\Actor_02\03-01-04-01-02-01-02.wav,04,RAVDESS
83,C:\EMOTION\Ravdess Set\Actor_02\03-01-04-01-02-02-02.wav,04,RAVDESS
84,C:\EMOTION\Ravdess Set\Actor_02\03-01-04-02-01-01-02.wav,04,RAVDESS
85,C:\EMOTION\Ravdess Set\Actor_02\03-01-04-02-01-02-02.wav,04,RAVDESS
86,C:\EMOTION\Ravdess Set\Actor_02\03-01-04-02-02-01-02.wav,04,RAVDESS
87,C:\EMOTION\Ravdess Set\Actor_02\03-01-04-02-02-02-02.wav,04,RAVDESS
88,C:\EMOTION\Ravdess Set\Actor_02\03-01-05-01-01-01-02.wav,05,RAVDESS
89,C:\EMOTION\Ravdess Set\Actor_02\03-01-05-01-01-02-02.wav,05,RAVDESS
90,C:\EMOTION\Ravdess Set\Actor_02\03-01-05-01-02-01-02.wav,05,RAVDESS
91,C:\EMOTION\Ravdess Set\Actor_02\03-01-05-01-02-02-02.wav,05,RAVDESS
92,C:\EMOTION\Ravdess Set\Actor_02\03-01-05-02-01-01-02.wav,05,RAVDESS
93,C:\EMOTION\Ravdess Set\Actor_02\03-01-05-02-01-02-02.wav,05,RAVDESS
94,C:\EMOTION\Ravdess Set\Actor_02\03-01-05-02-02-01-02.wav,05,RAVDESS
95,C:\EMOTION\Ravdess Set\Actor_02\03-01-05-02-02-02-02.wav,05,RAVDESS
96,C:\EMOTION\Ravdess Set\Actor_02\03-01-06-01-01-01-02.wav,06,RAVDESS
97,C:\EMOTION\Ravdess Set\Actor_02\03-01-06-01-01-02-02.wav,06,RAVDESS
98,C:\EMOTION\Ravdess Set\Actor_02\03-01-06-01-02-01-02.wav,06,RAVDESS
99,C:\EMOTION\Ravdess Set\Actor_02\03-01-06-01-02-02-02.wav,06,RAVDESS
100,C:\EMOTION\Ravdess Set\Actor_02\03-01-06-02-01-01-02.wav,06,RAVDESS
101,C:\EMOTION\Ravdess Set\Actor_02\03-01-06-02-01-02-02.wav,06,RAVDESS
102,C:\EMOTION\Ravdess Set\Actor_02\03-01-06-02-02-01-02.wav,06,RAVDESS
103,C:\EMOTION\Ravdess Set\Actor_02\03-01-06-02-02-02-02.wav,06,RAVDESS
104,C:\EMOTION\Ravdess Set\Actor_02\03-01-07-01-01-01-02.wav,07,RAVDESS
105,C:\EMOTION\Ravdess Set\Actor_02\03-01-07-01-01-02-02.wav,07,RAVDESS
106,C:\EMOTION\Ravdess Set\Actor_02\03-01-07-01-02-01-02.wav,07,RAVDESS
107,C:\EMOTION\Ravdess Set\Actor_02\03-01-07-01-02-02-02.wav,07,RAVDESS
108,C:\EMOTION\Ravdess Set\Actor_02\03-01-07-02-01-01-02.wav,07,RAVDESS
109,C:\EMOTION\Ravdess Set\Actor_02\03-01-07-02-01-02-02.wav,07,RAVDESS
110,C:\EMOTION\Ravdess Set\Actor_02\03-01-07-02-02-01-02.wav,07,RAVDESS
111,C:\EMOTION\Ravdess Set\Actor_02\03-01-07-02-02-02-02.wav,07,RAVDESS
112,C:\EMOTION\Ravdess Set\Actor_02\03-01-08-01-01-01-02.wav,08,RAVDESS
113,C:\EMOTION\Ravdess Set\Actor_02\03-01-08-01-01-02-02.wav,08,RAVDESS
114,C:\EMOTION\Ravdess Set\Actor_02\03-01-08-01-02-01-02.wav,08,RAVDESS
115,C:\EMOTION\Ravdess Set\Actor_02\03-01-08-01-02-02-02.wav,08,RAVDESS
116,C:\EMOTION\Ravdess Set\Actor_02\03-01-08-02-01-01-02.wav,08,RAVDESS
117,C:\EMOTION\Ravdess Set\Actor_02\03-01-08-02-01-02-02.wav,08,RAVDESS
118,C:\EMOTION\Ravdess Set\Actor_02\03-01-08-02-02-01-02.wav,08,RAVDESS
119,C:\EMOTION\Ravdess Set\Actor_02\03-01-08-02-02-02-02.wav,08,RAVDESS
120,C:\EMOTION\Ravdess Set\Actor_03\03-01-01-01-01-01-03.wav,01,RAVDESS
121,C:\EMOTION\Ravdess Set\Actor_03\03-01-01-01-01-02-03.wav,01,RAVDESS
122,C:\EMOTION\Ravdess Set\Actor_03\03-01-01-01-02-01-03.wav,01,RAVDESS
123,C:\EMOTION\Ravdess Set\Actor_03\03-01-01-01-02-02-03.wav,01,RAVDESS
124,C:\EMOTION\Ravdess Set\Actor_03\03-01-02-01-01-01-03.wav,02,RAVDESS
125,C:\EMOTION\Ravdess Set\Actor_03\03-01-02-01-01-02-03.wav,02,RAVDESS
126,C:\EMOTION\Ravdess Set\Actor_03\03-01-02-01-02-01-03.wav,02,RAVDESS
127,C:\EMOTION\Ravdess Set\Actor_03\03-01-02-01-02-02-03.wav,02,RAVDESS
128,C:\EMOTION\Ravdess Set\Actor_03\03-01-02-02-01-01-03.wav,02,RAVDESS
129,C:\EMOTION\Ravdess Set\Actor_03\03-01-02-02-01-02-03.wav,02,RAVDESS
130,C:\EMOTION\Ravdess Set\Actor_03\03-01-02-02-02-01-03.wav,02,RAVDESS
131,C:\EMOTION\Ravdess Set\Actor_03\03-01-02-02-02-02-03.wav,02,RAVDESS
132,C:\EMOTION\Ravdess Set\Actor_03\03-01-03-01-01-01-03.wav,03,RAVDESS
133,C:\EMOTION\Ravdess Set\Actor_03\03-01-03-01-01-02-03.wav,03,RAVDESS
134,C:\EMOTION\Ravdess Set\Actor_03\03-01-03-01-02-01-03.wav,03,RAVDESS
135,C:\EMOTION\Ravdess Set\Actor_03\03-01-03-01-02-02-03.wav,03,RAVDESS
136,C:\EMOTION\Ravdess Set\Actor_03\03-01-03-02-01-01-03.wav,03,RAVDESS
137,C:\EMOTION\Ravdess Set\Actor_03\03-01-03-02-01-02-03.wav,03,RAVDESS
138,C:\EMOTION\Ravdess Set\Actor_03\03-01-03-02-02-01-03.wav,03,RAVDESS
139,C:\EMOTION\Ravdess Set\Actor_03\03-01-03-02-02-02-03.wav,03,RAVDESS
140,C:\EMOTION\Ravdess Set\Actor_03\03-01-04-01-01-01-03.wav,04,RAVDESS
141,C:\EMOTION\Ravdess Set\Actor_03\03-01-04-01-01-02-03.wav,04,RAVDESS
142,C:\EMOTION\Ravdess Set\Actor_03\03-01-04-01-02-01-03.wav,04,RAVDESS
143,C:\EMOTION\Ravdess Set\Actor_03\03-01-04-01-02-02-03.wav,04,RAVDESS
144,C:\EMOTION\Ravdess Set\Actor_03\03-01-04-02-01-01-03.wav,04,RAVDESS
145,C:\EMOTION\Ravdess Set\Actor_03\03-01-04-02-01-02-03.wav,04,RAVDESS
146,C:\EMOTION\Ravdess Set\Actor_03\03-01-04-02-02-01-03.wav,04,RAVDESS
147,C:\EMOTION\Ravdess Set\Actor_03\03-01-04-02-02-02-03.wav,04,RAVDESS
148,C:\EMOTION\Ravdess Set\Actor_03\03-01-05-01-01-01-03.wav,05,RAVDESS
149,C:\EMOTION\Ravdess Set\Actor_03\03-01-05-01-01-02-03.wav,05,RAVDESS
150,C:\EMOTION\Ravdess Set\Actor_03\03-01-05-01-02-01-03.wav,05,RAVDESS
151,C:\EMOTION\Ravdess Set\Actor_03\03-01-05-01-02-02-03.wav,05,RAVDESS
152,C:\EMOTION\Ravdess Set\Actor_03\03-01-05-02-01-01-03.wav,05,RAVDESS
153,C:\EMOTION\Ravdess Set\Actor_03\03-01-05-02-01-02-03.wav,05,RAVDESS
154,C:\EMOTION\Ravdess Set\Actor_03\03-01-05-02-02-01-03.wav,05,RAVDESS
155,C:\EMOTION\Ravdess Set\Actor_03\03-01-05-02-02-02-03.wav,05,RAVDESS
156,C:\EMOTION\Ravdess Set\Actor_03\03-01-06-01-01-01-03.wav,06,RAVDESS
157,C:\EMOTION\Ravdess Set\Actor_03\03-01-06-01-01-02-03.wav,06,RAVDESS
158,C:\EMOTION\Ravdess Set\Actor_03\03-01-06-01-02-01-03.wav,06,RAVDESS
159,C:\EMOTION\Ravdess Set\Actor_03\03-01-06-01-02-02-03.wav,06,RAVDESS
160,C:\EMOTION\Ravdess Set\Actor_03\03-01-06-02-01-01-03.wav,06,RAVDESS
161,C:\EMOTION\Ravdess Set\Actor_03\03-01-06-02-01-02-03.wav,06,RAVDESS
162,C:\EMOTION\Ravdess Set\Actor_03\03-01-06-02-02-01-03.wav,06,RAVDESS
163,C:\EMOTION\Ravdess Set\Actor_03\03-01-06-02-02-02-03.wav,06,RAVDESS
164,C:\EMOTION\Ravdess Set\Actor_03\03-01-07-01-01-01-03.wav,07,RAVDESS
165,C:\EMOTION\Ravdess Set\Actor_03\03-01-07-01-01-02-03.wav,07,RAVDESS
166,C:\EMOTION\Ravdess Set\Actor_03\03-01-07-01-02-01-03.wav,07,RAVDESS
167,C:\EMOTION\Ravdess Set\Actor_03\03-01-07-01-02-02-03.wav,07,RAVDESS
168,C:\EMOTION\Ravdess Set\Actor_03\03-01-07-02-01-01-03.wav,07,RAVDESS
169,C:\EMOTION\Ravdess Set\Actor_03\03-01-07-02-01-02-03.wav,07,RAVDESS
170,C:\EMOTION\Ravdess Set\Actor_03\03-01-07-02-02-01-03.wav,07,RAVDESS
171,C:\EMOTION\Ravdess Set\Actor_03\03-01-07-02-02-02-03.wav,07,RAVDESS
172,C:\EMOTION\Ravdess Set\Actor_03\03-01-08-01-01-01-03.wav,08,RAVDESS
173,C:\EMOTION\Ravdess Set\Actor_03\03-01-08-01-01-02-03.wav,08,RAVDESS
174,C:\EMOTION\Ravdess Set\Actor_03\03-01-08-01-02-01-03.wav,08,RAVDESS
175,C:\EMOTION\Ravdess Set\Actor_03\03-01-08-01-02-02-03.wav,08,RAVDESS
176,C:\EMOTION\Ravdess Set\Actor_03\03-01-08-02-01-01-03.wav,08,RAVDESS
177,C:\EMOTION\Ravdess Set\Actor_03\03-01-08-02-01-02-03.wav,08,RAVDESS
178,C:\EMOTION\Ravdess Set\Actor_03\03-01-08-02-02-01-03.wav,08,RAVDESS
179,C:\EMOTION\Ravdess Set\Actor_03\03-01-08-02-02-02-03.wav,08,RAVDESS
180,C:\EMOTION\Ravdess Set\Actor_04\03-01-01-01-01-01-04.wav,01,RAVDESS
181,C:\EMOTION\Ravdess Set\Actor_04\03-01-01-01-01-02-04.wav,01,RAVDESS
182,C:\EMOTION\Ravdess Set\Actor_04\03-01-01-01-02-01-04.wav,01,RAVDESS
183,C:\EMOTION\Ravdess Set\Actor_04\03-01-01-01-02-02-04.wav,01,RAVDESS
184,C:\EMOTION\Ravdess Set\Actor_04\03-01-02-01-01-01-04.wav,02,RAVDESS
185,C:\EMOTION\Ravdess Set\Actor_04\03-01-02-01-01-02-04.wav,02,RAVDESS
186,C:\EMOTION\Ravdess Set\Actor_04\03-01-02-01-02-01-04.wav,02,RAVDESS
187,C:\EMOTION\Ravdess Set\Actor_04\03-01-02-01-02-02-04.wav,02,RAVDESS
188,C:\EMOTION\Ravdess Set\Actor_04\03-01-02-02-01-01-04.wav,02,RAVDESS
189,C:\EMOTION\Ravdess Set\Actor_04\03-01-02-02-01-02-04.wav,02,RAVDESS
190,C:\EMOTION\Ravdess Set\Actor_04\03-01-02-02-02-01-04.wav,02,RAVDESS
191,C:\EMOTION\Ravdess Set\Actor_04\03-01-02-02-02-02-04.wav,02,RAVDESS
192,C:\EMOTION\Ravdess Set\Actor_04\03-01-03-01-01-01-04.wav,03,RAVDESS
193,C:\EMOTION\Ravdess Set\Actor_04\03-01-03-01-01-02-04.wav,03,RAVDESS
194,C:\EMOTION\Ravdess Set\Actor_04\03-01-03-01-02-01-04.wav,03,RAVDESS
195,C:\EMOTION\Ravdess Set\Actor_04\03-01-03-01-02-02-04.wav,03,RAVDESS
196,C:\EMOTION\Ravdess Set\Actor_04\03-01-03-02-01-01-04.wav,03,RAVDESS
197,C:\EMOTION\Ravdess Set\Actor_04\03-01-03-02-01-02-04.wav,03,RAVDESS
198,C:\EMOTION\Ravdess Set\Actor_04\03-01-03-02-02-01-04.wav,03,RAVDESS
199,C:\EMOTION\Ravdess Set\Actor_04\03-01-03-02-02-02-04.wav,03,RAVDESS
200,C:\EMOTION\Ravdess Set\Actor_04\03-01-04-01-01-01-04.wav,04,RAVDESS
201,C:\EMOTION\Ravdess Set\Actor_04\03-01-04-01-01-02-04.wav,04,RAVDESS
202,C:\EMOTION\Ravdess Set\Actor_04\03-01-04-01-02-01-04.wav,04,RAVDESS
203,C:\EMOTION\Ravdess Set\Actor_04\03-01-04-01-02-02-04.wav,04,RAVDESS
204,C:\EMOTION\Ravdess Set\Actor_04\03-01-04-02-01-01-04.wav,04,RAVDESS
205,C:\EMOTION\Ravdess Set\Actor_04\03-01-04-02-01-02-04.wav,04,RAVDESS
206,C:\EMOTION\Ravdess Set\Actor_04\03-01-04-02-02-01-04.wav,04,RAVDESS
207,C:\EMOTION\Ravdess Set\Actor_04\03-01-04-02-02-02-04.wav,04,RAVDESS
208,C:\EMOTION\Ravdess Set\Actor_04\03-01-05-01-01-01-04.wav,05,RAVDESS
209,C:\EMOTION\Ravdess Set\Actor_04\03-01-05-01-01-02-04.wav,05,RAVDESS
210,C:\EMOTION\Ravdess Set\Actor_04\03-01-05-01-02-01-04.wav,05,RAVDESS
211,C:\EMOTION\Ravdess Set\Actor_04\03-01-05-01-02-02-04.wav,05,RAVDESS
212,C:\EMOTION\Ravdess Set\Actor_04\03-01-05-02-01-01-04.wav,05,RAVDESS
213,C:\EMOTION\Ravdess Set\Actor_04\03-01-05-02-01-02-04.wav,05,RAVDESS
214,C:\EMOTION\Ravdess Set\Actor_04\03-01-05-02-02-01-04.wav,05,RAVDESS
215,C:\EMOTION\Ravdess Set\Actor_04\03-01-05-02-02-02-04.wav,05,RAVDESS
216,C:\EMOTION\Ravdess Set\Actor_04\03-01-06-01-01-01-04.wav,06,RAVDESS
217,C:\EMOTION\Ravdess Set\Actor_04\03-01-06-01-01-02-04.wav,06,RAVDESS
218,C:\EMOTION\Ravdess Set\Actor_04\03-01-06-01-02-01-04.wav,06,RAVDESS
219,C:\EMOTION\Ravdess Set\Actor_04\03-01-06-01-02-02-04.wav,06,RAVDESS
220,C:\EMOTION\Ravdess Set\Actor_04\03-01-06-02-01-01-04.wav,06,RAVDESS
221,C:\EMOTION\Ravdess Set\Actor_04\03-01-06-02-01-02-04.wav,06,RAVDESS
222,C:\EMOTION\Ravdess Set\Actor_04\03-01-06-02-02-01-04.wav,06,RAVDESS
223,C:\EMOTION\Ravdess Set\Actor_04\03-01-06-02-02-02-04.wav,06,RAVDESS
224,C:\EMOTION\Ravdess Set\Actor_04\03-01-07-01-01-01-04.wav,07,RAVDESS
225,C:\EMOTION\Ravdess Set\Actor_04\03-01-07-01-01-02-04.wav,07,RAVDESS
226,C:\EMOTION\Ravdess Set\Actor_04\03-01-07-01-02-01-04.wav,07,RAVDESS
227,C:\EMOTION\Ravdess Set\Actor_04\03-01-07-01-02-02-04.wav,07,RAVDESS
228,C:\EMOTION\Ravdess Set\Actor_04\03-01-07-02-01-01-04.wav,07,RAVDESS
229,C:\EMOTION\Ravdess Set\Actor_04\03-01-07-02-01-02-04.wav,07,RAVDESS
230,C:\EMOTION\Ravdess Set\Actor_04\03-01-07-02-02-01-04.wav,07,RAVDESS
231,C:\EMOTION\Ravdess Set\Actor_04\03-01-07-02-02-02-04.wav,07,RAVDESS
232,C:\EMOTION\Ravdess Set\Actor_04\03-01-08-01-01-01-04.wav,08,RAVDESS
233,C:\EMOTION\Ravdess Set\Actor_04\03-01-08-01-01-02-04.wav,08,RAVDESS
234,C:\EMOTION\Ravdess Set\Actor_04\03-01-08-01-02-01-04.wav,08,RAVDESS
235,C:\EMOTION\Ravdess Set\Actor_04\03-01-08-01-02-02-04.wav,08,RAVDESS
236,C:\EMOTION\Ravdess Set\Actor_04\03-01-08-02-01-01-04.wav,08,RAVDESS
237,C:\EMOTION\Ravdess Set\Actor_04\03-01-08-02-01-02-04.wav,08,RAVDESS
238,C:\EMOTION\Ravdess Set\Actor_04\03-01-08-02-02-01-04.wav,08,RAVDESS
239,C:\EMOTION\Ravdess Set\Actor_04\03-01-08-02-02-02-04.wav,08,RAVDESS
240,C:\EMOTION\Ravdess Set\Actor_05\03-01-01-01-01-01-05.wav,01,RAVDESS
241,C:\EMOTION\Ravdess Set\Actor_05\03-01-01-01-01-02-05.wav,01,RAVDESS
242,C:\EMOTION\Ravdess Set\Actor_05\03-01-01-01-02-01-05.wav,01,RAVDESS
243,C:\EMOTION\Ravdess Set\Actor_05\03-01-01-01-02-02-05.wav,01,RAVDESS
244,C:\EMOTION\Ravdess Set\Actor_05\03-01-02-01-01-01-05.wav,02,RAVDESS
245,C:\EMOTION\Ravdess Set\Actor_05\03-01-02-01-01-02-05.wav,02,RAVDESS
246,C:\EMOTION\Ravdess Set\Actor_05\03-01-02-01-02-01-05.wav,02,RAVDESS
247,C:\EMOTION\Ravdess Set\Actor_05\03-01-02-01-02-02-05.wav,02,RAVDESS
248,C:\EMOTION\Ravdess Set\Actor_05\03-01-02-02-01-01-05.wav,02,RAVDESS
249,C:\EMOTION\Ravdess Set\Actor_05\03-01-02-02-01-02-05.wav,02,RAVDESS
250,C:\EMOTION\Ravdess Set\Actor_05\03-01-02-02-02-01-05.wav,02,RAVDESS
251,C:\EMOTION\Ravdess Set\Actor_05\03-01-02-02-02-02-05.wav,02,RAVDESS
252,C:\EMOTION\Ravdess Set\Actor_05\03-01-03-01-01-01-05.wav,03,RAVDESS
253,C:\EMOTION\Ravdess Set\Actor_05\03-01-03-01-01-02-05.wav,03,RAVDESS
254,C:\EMOTION\Ravdess Set\Actor_05\03-01-03-01-02-01-05.wav,03,RAVDESS
255,C:\EMOTION\Ravdess Set\Actor_05\03-01-03-01-02-02-05.wav,03,RAVDESS
256,C:\EMOTION\Ravdess Set\Actor_05\03-01-03-02-01-01-05.wav,03,RAVDESS
257,C:\EMOTION\Ravdess Set\Actor_05\03-01-03-02-01-02-05.wav,03,RAVDESS
258,C:\EMOTION\Ravdess Set\Actor_05\03-01-03-02-02-01-05.wav,03,RAVDESS
259,C:\EMOTION\Ravdess Set\Actor_05\03-01-03-02-02-02-05.wav,03,RAVDESS
260,C:\EMOTION\Ravdess Set\Actor_05\03-01-04-01-01-01-05.wav,04,RAVDESS
261,C:\EMOTION\Ravdess Set\Actor_05\03-01-04-01-01-02-05.wav,04,RAVDESS
262,C:\EMOTION\Ravdess Set\Actor_05\03-01-04-01-02-01-05.wav,04,RAVDESS
263,C:\EMOTION\Ravdess Set\Actor_05\03-01-04-01-02-02-05.wav,04,RAVDESS
264,C:\EMOTION\Ravdess Set\Actor_05\03-01-04-02-01-01-05.wav,04,RAVDESS
265,C:\EMOTION\Ravdess Set\Actor_05\03-01-04-02-01-02-05.wav,04,RAVDESS
266,C:\EMOTION\Ravdess Set\Actor_05\03-01-04-02-02-01-05.wav,04,RAVDESS
267,C:\EMOTION\Ravdess Set\Actor_05\03-01-04-02-02-02-05.wav,04,RAVDESS
268,C:\EMOTION\Ravdess Set\Actor_05\03-01-05-01-01-01-05.wav,05,RAVDESS
269,C:\EMOTION\Ravdess Set\Actor_05\03-01-05-01-01-02-05.wav,05,RAVDESS
270,C:\EMOTION\Ravdess Set\Actor_05\03-01-05-01-02-01-05.wav,05,RAVDESS
271,C:\EMOTION\Ravdess Set\Actor_05\03-01-05-01-02-02-05.wav,05,RAVDESS
272,C:\EMOTION\Ravdess Set\Actor_05\03-01-05-02-01-01-05.wav,05,RAVDESS
273,C:\EMOTION\Ravdess Set\Actor_05\03-01-05-02-01-02-05.wav,05,RAVDESS
